id,curso,eje,codigo_oa,texto_oa,habilidad_evaluada,condiciones_curriculares,contexto,model,prompt,problem,solution,answer,raw_response,parse_error
MA04-OA-09-05,4° básico,Números y operaciones,MA04 OA 09,"Resolver adiciones y sustracciones de fracciones con igual denominador (denominadores 100, 12, 10, 8, 6, 5, 4, 3, 2) de manera concreta y pictórica en el contexto de la resolución de problemas.",seleccionar suma o resta de fracciones,Usar fracciones con igual denominador y denominadores permitidos por el OA.,chocolate,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 4° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Resolver adiciones y sustracciones de fracciones con igual denominador (denominadores 100, 12, 10, 8, 6, 5, 4, 3, 2) de manera concreta y pictórica en el contexto de la resolución de problemas.
Habilidad a evaluar: seleccionar suma o resta de fracciones.
Condiciones curriculares: Usar fracciones con igual denominador y denominadores permitidos por el OA..
Contexto: chocolate.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","Un grupo de amigos decidió compartir un paquete de 5 barras de chocolate. Cada barra tiene 10 rebanadas. Si cada amigo quiere comer 3/10 de una barra, ¿cuántas rebanadas de chocolate comerán todos juntos?","Primero, determinamos cuántas rebanadas de chocolate tiene cada barra: 10 rebanadas. Luego, calculamos cuántas rebanadas comerá cada amigo: 3/10 de una barra es igual a (3/10) * 10 = 3 rebanadas. Si hay 5 barras, el total de rebanadas es 5 * 10 = 50 rebanadas. Si cada amigo come 3 rebanadas, el total de rebanadas que comerán todos juntos es 5 * 3 = 15 rebanadas.",15,"{""problem"": ""Un grupo de amigos decidió compartir un paquete de 5 barras de chocolate. Cada barra tiene 10 rebanadas. Si cada amigo quiere comer 3/10 de una barra, ¿cuántas rebanadas de chocolate comerán todos juntos?"", ""solution"": ""Primero, determinamos cuántas rebanadas de chocolate tiene cada barra: 10 rebanadas. Luego, calculamos cuántas rebanadas comerá cada amigo: 3/10 de una barra es igual a (3/10) * 10 = 3 rebanadas. Si hay 5 barras, el total de rebanadas es 5 * 10 = 50 rebanadas. Si cada amigo come 3 rebanadas, el total de rebanadas que comerán todos juntos es 5 * 3 = 15 rebanadas."", ""answer"": ""15""}",
MA04-OA-10-01,4° básico,Números y operaciones,MA04 OA 10,"Identificar, escribir y representar fracciones propias y los números mixtos hasta el 5 de manera concreta, pictórica y simbólica, en el contexto de la resolución de problemas.",identificar una fracción propia,Usar fracciones propias y números mixtos hasta 5; evitar requerir representación gráfica.,pizzas,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 4° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Identificar, escribir y representar fracciones propias y los números mixtos hasta el 5 de manera concreta, pictórica y simbólica, en el contexto de la resolución de problemas.
Habilidad a evaluar: identificar una fracción propia.
Condiciones curriculares: Usar fracciones propias y números mixtos hasta 5; evitar requerir representación gráfica..
Contexto: pizzas.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}",Se corta una pizza en 5 partes iguales. Juan come 2 de esas partes. ¿Qué parte de la pizza quedó para los demás?,"Para resolver este problema, primero debemos identificar qué parte de la pizza comió Juan. Si la pizza fue cortada en 5 partes iguales, cada parte representa la fracción 1/5. Juan comió 2 de esas partes, por lo que comió 2/5 de la pizza. Para encontrar cuánta parte de la pizza queda, restamos la parte que comió de la total. Entonces, 5/5 - 2/5 = 3/5. Por lo tanto, 3/5 de la pizza quedó para los demás.",3/5,"{""problem"": ""Se corta una pizza en 5 partes iguales. Juan come 2 de esas partes. ¿Qué parte de la pizza quedó para los demás?"", ""solution"": ""Para resolver este problema, primero debemos identificar qué parte de la pizza comió Juan. Si la pizza fue cortada en 5 partes iguales, cada parte representa la fracción 1/5. Juan comió 2 de esas partes, por lo que comió 2/5 de la pizza. Para encontrar cuánta parte de la pizza queda, restamos la parte que comió de la total. Entonces, 5/5 - 2/5 = 3/5. Por lo tanto, 3/5 de la pizza quedó para los demás."", ""answer"": ""3/5""}",
MA04-OA-10-02,4° básico,Números y operaciones,MA04 OA 10,"Identificar, escribir y representar fracciones propias y los números mixtos hasta el 5 de manera concreta, pictórica y simbólica, en el contexto de la resolución de problemas.",interpretar un número mixto,Usar fracciones propias y números mixtos hasta 5; evitar requerir representación gráfica.,litros de jugo,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 4° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Identificar, escribir y representar fracciones propias y los números mixtos hasta el 5 de manera concreta, pictórica y simbólica, en el contexto de la resolución de problemas.
Habilidad a evaluar: interpretar un número mixto.
Condiciones curriculares: Usar fracciones propias y números mixtos hasta 5; evitar requerir representación gráfica..
Contexto: litros de jugo.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","Juan tiene 2 litros de jugo en una botella. Después de beber 1 litro, el jugo restante se puede expresar como un número mixto. ¿Cuál es el número mixto que representa la cantidad de jugo que queda en la botella?","Primero, calculamos cuánto jugo ha quedado. Juan bebió 1 litro de los 2 litros originales, por lo que 2 - 1 = 1 litro de jugo queda en la botella. Un litro es igual a 1 mezcla de 1 litro y 0 fracciones. Por lo tanto, la cantidad de jugo que queda en la botella es 1 mezcla.",1 mezcla,"{""problem"": ""Juan tiene 2 litros de jugo en una botella. Después de beber 1 litro, el jugo restante se puede expresar como un número mixto. ¿Cuál es el número mixto que representa la cantidad de jugo que queda en la botella?"", ""solution"": ""Primero, calculamos cuánto jugo ha quedado. Juan bebió 1 litro de los 2 litros originales, por lo que 2 - 1 = 1 litro de jugo queda en la botella. Un litro es igual a 1 mezcla de 1 litro y 0 fracciones. Por lo tanto, la cantidad de jugo que queda en la botella es 1 mezcla."", ""answer"": ""1 mezcla""}",
MA04-OA-10-03,4° básico,Números y operaciones,MA04 OA 10,"Identificar, escribir y representar fracciones propias y los números mixtos hasta el 5 de manera concreta, pictórica y simbólica, en el contexto de la resolución de problemas.",convertir una situación a número mixto,Usar fracciones propias y números mixtos hasta 5; evitar requerir representación gráfica.,metros de cinta,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 4° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Identificar, escribir y representar fracciones propias y los números mixtos hasta el 5 de manera concreta, pictórica y simbólica, en el contexto de la resolución de problemas.
Habilidad a evaluar: convertir una situación a número mixto.
Condiciones curriculares: Usar fracciones propias y números mixtos hasta 5; evitar requerir representación gráfica..
Contexto: metros de cinta.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","Una cinta mide 4 metros y 1/4 de metro. Si cortas esta cinta en 2 partes iguales, ¿cuántos metros miden cada una de las partes?","Primero, convertimos la longitud total de la cinta a un número mixto: 4 metros y 1/4 de metro. Luego, dividimos este número mixto entre 2 para encontrar la longitud de cada parte. 4 metros y 1/4 de metro es igual a 4.25 metros. Dividimos 4.25 entre 2, lo que da 2.125 metros. Convertimos 2.125 metros de vuelta a un número mixto: 2 metros y 1/8 de metro. Por lo tanto, cada parte mide 2 metros y 1/8 de metro.",2 metros y 1/8 de metro,"{""problem"": ""Una cinta mide 4 metros y 1/4 de metro. Si cortas esta cinta en 2 partes iguales, ¿cuántos metros miden cada una de las partes?"", ""solution"": ""Primero, convertimos la longitud total de la cinta a un número mixto: 4 metros y 1/4 de metro. Luego, dividimos este número mixto entre 2 para encontrar la longitud de cada parte. 4 metros y 1/4 de metro es igual a 4.25 metros. Dividimos 4.25 entre 2, lo que da 2.125 metros. Convertimos 2.125 metros de vuelta a un número mixto: 2 metros y 1/8 de metro. Por lo tanto, cada parte mide 2 metros y 1/8 de metro."", ""answer"": ""2 metros y 1/8 de metro""}",
MA04-OA-10-04,4° básico,Números y operaciones,MA04 OA 10,"Identificar, escribir y representar fracciones propias y los números mixtos hasta el 5 de manera concreta, pictórica y simbólica, en el contexto de la resolución de problemas.",comparar una fracción propia con un número mixto simple,Usar fracciones propias y números mixtos hasta 5; evitar requerir representación gráfica.,chocolates,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 4° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Identificar, escribir y representar fracciones propias y los números mixtos hasta el 5 de manera concreta, pictórica y simbólica, en el contexto de la resolución de problemas.
Habilidad a evaluar: comparar una fracción propia con un número mixto simple.
Condiciones curriculares: Usar fracciones propias y números mixtos hasta 5; evitar requerir representación gráfica..
Contexto: chocolates.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}",Ana tiene 3 chocolates enteros y 1 chocolate medio. ¿Cuántos chocolates tiene en total si el chocolate medio equivale a 1/2 de un chocolate entero?,"Primero, convertimos los chocolates enteros a fracciones. 3 chocolates enteros equivalen a 3/1. Luego, sumamos las fracciones. 3/1 + 1/2. Para sumar estas fracciones, necesitamos un denominador común. El denominador común de 1 y 2 es 2. Entonces, 3/1 se convierte en 6/2. Ahora, sumamos 6/2 + 1/2 = 7/2. 7/2 es igual a 3 y 1/2, que es un número mixto. Por lo tanto, Ana tiene 3 y 1/2 chocolates en total.",3 y 1/2,"{""problem"": ""Ana tiene 3 chocolates enteros y 1 chocolate medio. ¿Cuántos chocolates tiene en total si el chocolate medio equivale a 1/2 de un chocolate entero?"", ""solution"": ""Primero, convertimos los chocolates enteros a fracciones. 3 chocolates enteros equivalen a 3/1. Luego, sumamos las fracciones. 3/1 + 1/2. Para sumar estas fracciones, necesitamos un denominador común. El denominador común de 1 y 2 es 2. Entonces, 3/1 se convierte en 6/2. Ahora, sumamos 6/2 + 1/2 = 7/2. 7/2 es igual a 3 y 1/2, que es un número mixto. Por lo tanto, Ana tiene 3 y 1/2 chocolates en total."", ""answer"": ""3 y 1/2""}",
MA04-OA-10-05,4° básico,Números y operaciones,MA04 OA 10,"Identificar, escribir y representar fracciones propias y los números mixtos hasta el 5 de manera concreta, pictórica y simbólica, en el contexto de la resolución de problemas.",representar simbólicamente una cantidad fraccionaria,Usar fracciones propias y números mixtos hasta 5; evitar requerir representación gráfica.,recetas,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 4° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Identificar, escribir y representar fracciones propias y los números mixtos hasta el 5 de manera concreta, pictórica y simbólica, en el contexto de la resolución de problemas.
Habilidad a evaluar: representar simbólicamente una cantidad fraccionaria.
Condiciones curriculares: Usar fracciones propias y números mixtos hasta 5; evitar requerir representación gráfica..
Contexto: recetas.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}",Ana tiene una receta que requiere 3/4 taza de azúcar. Ella solo tiene 1/2 taza. ¿Cuánto más azúcar necesita Ana para completar la receta?,"Para determinar cuánto más azúcar necesita Ana, primero debemos encontrar la diferencia entre 3/4 taza y 1/2 taza. Para hacer esto, necesitamos convertir ambas fracciones a una forma común. El denominador más cercano común a 4 y 2 es 4. Por lo tanto, 1/2 taza es equivalente a 2/4 taza. Ahora, restamos 2/4 taza de 3/4 taza: 3/4 - 2/4 = 1/4 taza. Por lo tanto, Ana necesita 1/4 taza más de azúcar para completar la receta.",1/4 taza,"{""problem"": ""Ana tiene una receta que requiere 3/4 taza de azúcar. Ella solo tiene 1/2 taza. ¿Cuánto más azúcar necesita Ana para completar la receta?"", ""solution"": ""Para determinar cuánto más azúcar necesita Ana, primero debemos encontrar la diferencia entre 3/4 taza y 1/2 taza. Para hacer esto, necesitamos convertir ambas fracciones a una forma común. El denominador más cercano común a 4 y 2 es 4. Por lo tanto, 1/2 taza es equivalente a 2/4 taza. Ahora, restamos 2/4 taza de 3/4 taza: 3/4 - 2/4 = 1/4 taza. Por lo tanto, Ana necesita 1/4 taza más de azúcar para completar la receta."", ""answer"": ""1/4 taza""}",
MA04-OA-11-01,4° básico,Números y operaciones,MA04 OA 11,"Describir y representar decimales (décimos y centésimos):
• representándolos en forma concreta, pictórica y simbólica, de manera manual y/o con software educativo
• comparándolos y ordenándolos hasta la centésima.",interpretar décimos,Trabajar números decimales hasta la centésima.,dinero,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 4° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Describir y representar decimales (décimos y centésimos):
• representándolos en forma concreta, pictórica y simbólica, de manera manual y/o con software educativo
• comparándolos y ordenándolos hasta la centésima.
Habilidad a evaluar: interpretar décimos.
Condiciones curriculares: Trabajar números decimales hasta la centésima..
Contexto: dinero.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","¿Cuánto dinero tienes si tienes 3 monedas de 10 centavos, 2 monedas de 5 centavos y 1 moneda de 1 centavo? ¿Cómo lo escribirías en centavos y en dólares?","Primero, calculamos el total en centavos: 3 monedas de 10 centavos es 3 x 10 = 30 centavos. 2 monedas de 5 centavos es 2 x 5 = 10 centavos. 1 moneda de 1 centavo es 1 x 1 = 1 centavo. Sumando todos estos, tenemos 30 + 10 + 1 = 41 centavos. Para convertir esto a dólares, recordemos que 100 centavos son 1 dólar. Por lo tanto, 41 centavos son 0.41 dólares.",41 centavos o 0.41 dólares,"{""problem"": ""¿Cuánto dinero tienes si tienes 3 monedas de 10 centavos, 2 monedas de 5 centavos y 1 moneda de 1 centavo? ¿Cómo lo escribirías en centavos y en dólares?"", ""solution"": ""Primero, calculamos el total en centavos: 3 monedas de 10 centavos es 3 x 10 = 30 centavos. 2 monedas de 5 centavos es 2 x 5 = 10 centavos. 1 moneda de 1 centavo es 1 x 1 = 1 centavo. Sumando todos estos, tenemos 30 + 10 + 1 = 41 centavos. Para convertir esto a dólares, recordemos que 100 centavos son 1 dólar. Por lo tanto, 41 centavos son 0.41 dólares."", ""answer"": ""41 centavos o 0.41 dólares""}",
MA04-OA-11-02,4° básico,Números y operaciones,MA04 OA 11,"Describir y representar decimales (décimos y centésimos):
• representándolos en forma concreta, pictórica y simbólica, de manera manual y/o con software educativo
• comparándolos y ordenándolos hasta la centésima.",interpretar centésimos,Trabajar números decimales hasta la centésima.,longitudes,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 4° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Describir y representar decimales (décimos y centésimos):
• representándolos en forma concreta, pictórica y simbólica, de manera manual y/o con software educativo
• comparándolos y ordenándolos hasta la centésima.
Habilidad a evaluar: interpretar centésimos.
Condiciones curriculares: Trabajar números decimales hasta la centésima..
Contexto: longitudes.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","En un cuarto de patio, hay una piscina rectangular. La longitud de la piscina es de 2 metros y 5 centímetros, y la anchura es de 1 metro y 25 centímetros. ¿Cuál es el área de la piscina en metros cuadrados? Responde con centésimos.","Primero, convertimos las longitudes y anchuras de la piscina a centésimos para facilitar las operaciones. La longitud es 205 centímetros y la anchura es 125 centímetros. Calculamos el área multiplicando las longitudes y anchuras: 205 cm * 125 cm = 25625 cm². Luego, convertimos los centímetros cuadrados a metros cuadrados, sabiendo que 100 cm = 1 m, por lo que 1 cm² = 0.0001 m². Por lo tanto, 25625 cm² = 25625 * 0.0001 m² = 2.5625 m². El área de la piscina es 2.5625 metros cuadrados.",2.5625,"{""problem"": ""En un cuarto de patio, hay una piscina rectangular. La longitud de la piscina es de 2 metros y 5 centímetros, y la anchura es de 1 metro y 25 centímetros. ¿Cuál es el área de la piscina en metros cuadrados? Responde con centésimos."", ""solution"": ""Primero, convertimos las longitudes y anchuras de la piscina a centésimos para facilitar las operaciones. La longitud es 205 centímetros y la anchura es 125 centímetros. Calculamos el área multiplicando las longitudes y anchuras: 205 cm * 125 cm = 25625 cm². Luego, convertimos los centímetros cuadrados a metros cuadrados, sabiendo que 100 cm = 1 m, por lo que 1 cm² = 0.0001 m². Por lo tanto, 25625 cm² = 25625 * 0.0001 m² = 2.5625 m². El área de la piscina es 2.5625 metros cuadrados."", ""answer"": ""2.5625""}",
MA04-OA-11-03,4° básico,Números y operaciones,MA04 OA 11,"Describir y representar decimales (décimos y centésimos):
• representándolos en forma concreta, pictórica y simbólica, de manera manual y/o con software educativo
• comparándolos y ordenándolos hasta la centésima.",comparar decimales,Trabajar números decimales hasta la centésima.,puntajes,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 4° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Describir y representar decimales (décimos y centésimos):
• representándolos en forma concreta, pictórica y simbólica, de manera manual y/o con software educativo
• comparándolos y ordenándolos hasta la centésima.
Habilidad a evaluar: comparar decimales.
Condiciones curriculares: Trabajar números decimales hasta la centésima..
Contexto: puntajes.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","En un juego de puntajes, dos estudiantes, Ana y Luis, han recibido las siguientes puntuaciones: Ana tiene 3.5 puntos y Luis tiene 3.75 puntos. ¿Quién tiene más puntos y cuántos más puntos tiene? Representa las puntuaciones de ambos estudiantes en forma concreta, pictórica y simbólica, y compara sus puntuaciones.","Para resolver este problema, primero representamos las puntuaciones de Ana y Luis en forma concreta. Ana tiene 3.5 puntos, lo que equivale a 3 puntos y 5 décimas, o 3 unidades y 5 décimas. Luis tiene 3.75 puntos, lo que equivale a 3 puntos y 75 décimas, o 3 unidades y 75 décimas. En forma pictórica, podemos representar estas puntuaciones como 3 puntos y 5 décimas para Ana y 3 puntos y 75 décimas para Luis. En forma simbólica, podemos escribir: Ana: 3.5 y Luis: 3.75. Para comparar sus puntuaciones, vemos que Luis tiene más puntos, ya que 3.75 es mayor que 3.5. La diferencia entre las puntuaciones es 3.75 - 3.5 = 0.25 puntos. Por lo tanto, Luis tiene 0.25 puntos más que Ana.",Luis tiene más puntos. Luis tiene 0.25 puntos más que Ana.,"{""problem"": ""En un juego de puntajes, dos estudiantes, Ana y Luis, han recibido las siguientes puntuaciones: Ana tiene 3.5 puntos y Luis tiene 3.75 puntos. ¿Quién tiene más puntos y cuántos más puntos tiene? Representa las puntuaciones de ambos estudiantes en forma concreta, pictórica y simbólica, y compara sus puntuaciones."", ""solution"": ""Para resolver este problema, primero representamos las puntuaciones de Ana y Luis en forma concreta. Ana tiene 3.5 puntos, lo que equivale a 3 puntos y 5 décimas, o 3 unidades y 5 décimas. Luis tiene 3.75 puntos, lo que equivale a 3 puntos y 75 décimas, o 3 unidades y 75 décimas. En forma pictórica, podemos representar estas puntuaciones como 3 puntos y 5 décimas para Ana y 3 puntos y 75 décimas para Luis. En forma simbólica, podemos escribir: Ana: 3.5 y Luis: 3.75. Para comparar sus puntuaciones, vemos que Luis tiene más puntos, ya que 3.75 es mayor que 3.5. La diferencia entre las puntuaciones es 3.75 - 3.5 = 0.25 puntos. Por lo tanto, Luis tiene 0.25 puntos más que Ana."", ""answer"": ""Luis tiene más puntos. Luis tiene 0.25 puntos más que Ana.""}",
MA04-OA-11-04,4° básico,Números y operaciones,MA04 OA 11,"Describir y representar decimales (décimos y centésimos):
• representándolos en forma concreta, pictórica y simbólica, de manera manual y/o con software educativo
• comparándolos y ordenándolos hasta la centésima.",ordenar decimales,Trabajar números decimales hasta la centésima.,litros,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 4° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Describir y representar decimales (décimos y centésimos):
• representándolos en forma concreta, pictórica y simbólica, de manera manual y/o con software educativo
• comparándolos y ordenándolos hasta la centésima.
Habilidad a evaluar: ordenar decimales.
Condiciones curriculares: Trabajar números decimales hasta la centésima..
Contexto: litros.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","En la clase de Matemáticas, el profesor les pidió a los estudiantes que ordenen los siguientes valores de menor a mayor, teniendo en cuenta que todos los valores están en litros: 0.5 litros, 0.25 litros, 0.75 litros y 0.1 litros. ¿Cuál es el orden correcto de los valores?","Para resolver este problema, primero debemos entender que los decimales representan partes de un litro. Los decimales se pueden representar de manera pictórica, por ejemplo, como círculos divididos en 10 partes (décimos) o en 100 partes (centésimos). Aquí están los valores en forma pictórica: 0.5 litros es medio litro, 0.25 litros es un cuarto de litro, 0.75 litros es tres cuartos de litro y 0.1 litros es un décimo de litro. Para ordenarlos, podemos convertirlos a centésimos: 0.5 litros es 50 centésimos, 0.25 litros es 25 centésimos, 0.75 litros es 75 centésimos y 0.1 litros es 10 centésimos. Por lo tanto, el orden correcto de los valores desde el menor hasta el mayor es: 0.1 litros, 0.25 litros, 0.5 litros, 0.75 litros.","0.1 litros, 0.25 litros, 0.5 litros, 0.75 litros","{""problem"": ""En la clase de Matemáticas, el profesor les pidió a los estudiantes que ordenen los siguientes valores de menor a mayor, teniendo en cuenta que todos los valores están en litros: 0.5 litros, 0.25 litros, 0.75 litros y 0.1 litros. ¿Cuál es el orden correcto de los valores?"", ""solution"": ""Para resolver este problema, primero debemos entender que los decimales representan partes de un litro. Los decimales se pueden representar de manera pictórica, por ejemplo, como círculos divididos en 10 partes (décimos) o en 100 partes (centésimos). Aquí están los valores en forma pictórica: 0.5 litros es medio litro, 0.25 litros es un cuarto de litro, 0.75 litros es tres cuartos de litro y 0.1 litros es un décimo de litro. Para ordenarlos, podemos convertirlos a centésimos: 0.5 litros es 50 centésimos, 0.25 litros es 25 centésimos, 0.75 litros es 75 centésimos y 0.1 litros es 10 centésimos. Por lo tanto, el orden correcto de los valores desde el menor hasta el mayor es: 0.1 litros, 0.25 litros, 0.5 litros, 0.75 litros."", ""answer"": ""0.1 litros, 0.25 litros, 0.5 litros, 0.75 litros""}",
MA04-OA-11-05,4° básico,Números y operaciones,MA04 OA 11,"Describir y representar decimales (décimos y centésimos):
• representándolos en forma concreta, pictórica y simbólica, de manera manual y/o con software educativo
• comparándolos y ordenándolos hasta la centésima.",relacionar una cantidad contextual con su representación decimal,Trabajar números decimales hasta la centésima.,tiempos,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 4° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Describir y representar decimales (décimos y centésimos):
• representándolos en forma concreta, pictórica y simbólica, de manera manual y/o con software educativo
• comparándolos y ordenándolos hasta la centésima.
Habilidad a evaluar: relacionar una cantidad contextual con su representación decimal.
Condiciones curriculares: Trabajar números decimales hasta la centésima..
Contexto: tiempos.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}","Un niño tiene 1.23 dólares. ¿Qué significa el número 1.23 y cómo lo puede representar de diferentes maneras? ¿Cómo lo compararía con otro valor de dinero, por ejemplo, 1.21 dólares?","El número 1.23 dólares representa 1 dólar y 23 centavos. Puede representarse de manera concreta como 1 moneda de dólar y 23 monedas de centavos. En forma pictórica, se puede dibujar 1 moneda de dólar y 23 monedas de centavos. En forma simbólica, se escribe 1.23. Para compararlo con 1.21 dólares, se ve que 1.23 es mayor que 1.21 porque tiene más centavos.","El número 1.23 dólares significa 1 dólar y 23 centavos. Puede representarse de manera concreta con 1 moneda de dólar y 23 monedas de centavos. En forma pictórica, se dibuja 1 moneda de dólar y 23 monedas de centavos. En forma simbólica, se escribe 1.23. Al compararlo con 1.21 dólares, 1.23 es mayor porque tiene 2 centavos más.","{""problem"": ""Un niño tiene 1.23 dólares. ¿Qué significa el número 1.23 y cómo lo puede representar de diferentes maneras? ¿Cómo lo compararía con otro valor de dinero, por ejemplo, 1.21 dólares?"", ""solution"": ""El número 1.23 dólares representa 1 dólar y 23 centavos. Puede representarse de manera concreta como 1 moneda de dólar y 23 monedas de centavos. En forma pictórica, se puede dibujar 1 moneda de dólar y 23 monedas de centavos. En forma simbólica, se escribe 1.23. Para compararlo con 1.21 dólares, se ve que 1.23 es mayor que 1.21 porque tiene más centavos."", ""answer"": ""El número 1.23 dólares significa 1 dólar y 23 centavos. Puede representarse de manera concreta con 1 moneda de dólar y 23 monedas de centavos. En forma pictórica, se dibuja 1 moneda de dólar y 23 monedas de centavos. En forma simbólica, se escribe 1.23. Al compararlo con 1.21 dólares, 1.23 es mayor porque tiene 2 centavos más.""}",
MA04-OA-12-01,4° básico,Números y operaciones,MA04 OA 12,"Resolver adiciones y sustracciones de decimales, empleando el valor posicional hasta la centésima en el contexto de la resolución de problemas.",sumar decimales,Usar decimales hasta la centésima y respetar el valor posicional.,dinero,HuggingFaceTB/SmolLM3-3B,"Genera un problema matemático verbal para un estudiante de 4° básico.
Debe estar alineado con el siguiente Objetivo de Aprendizaje: Resolver adiciones y sustracciones de decimales, empleando el valor posicional hasta la centésima en el contexto de la resolución de problemas.
Habilidad a evaluar: sumar decimales.
Condiciones curriculares: Usar decimales hasta la centésima y respetar el valor posicional..
Contexto: dinero.
Entrega el problema, su solución y la respuesta final.
Responde únicamente con un objeto JSON válido con esta estructura: {""problem"": ""..."", ""solution"": ""..."", ""answer"": ""...""}",María compró 2.35 dólares en manzanas y 1.75 dólares en plátanos. ¿Cuánto dinero gastó en total en frutas?,"Para resolver este problema, sumaremos los dos valores de dinero. Primero, escribimos los números en la misma posición decimales: 2.35 + 1.75 = 4.10. María gastó 4.10 dólares en frutas.",4.10,"{""problem"": ""María compró 2.35 dólares en manzanas y 1.75 dólares en plátanos. ¿Cuánto dinero gastó en total en frutas?"", ""solution"": ""Para resolver este problema, sumaremos los dos valores de dinero. Primero, escribimos los números en la misma posición decimales: 2.35 + 1.75 = 4.10. María gastó 4.10 dólares en frutas."", ""answer"": ""4.10""}",
